sentence,is_citation,Multi_Citation_Flag,is_narrative,ground_truth,BART_pred,T5_pred,SciBERT_pred,RoBERTa_pred,DeepSeek_pred,LLaMA3_pred,BART_is_correct,T5_is_correct,SciBERT_is_correct,RoBERTa_is_correct,DeepSeek_is_correct,LLaMA3_is_correct,Citation_Relative_Position,Sentence_Length,Negation_Count,Semantic_Depth,BART_shap_pos,BART_shap_keyword_token,BART_shap_pos_abs_dist,T5_shap_pos,T5_shap_keyword_token,T5_shap_pos_abs_dist,SCIBERT_shap_pos,SCIBERT_shap_keyword_token,SCIBERT_shap_pos_abs_dist,ROBERTA_shap_pos,ROBERTA_shap_keyword_token,ROBERTA_shap_pos_abs_dist,DEEPSEEK_shap_pos,DEEPSEEK_shap_keyword_token,DEEPSEEK_shap_pos_abs_dist,LLAMA3_shap_pos,LLAMA3_shap_keyword_token,LLAMA3_shap_pos_abs_dist,BART_is_error,T5_is_error,SciBERT_is_error,RoBERTa_is_error,DeepSeek_is_error,LLaMA3_is_error,Negation_Norm,BART_HI_Score,T5_HI_Score,SciBERT_HI_Score,RoBERTa_HI_Score,DeepSeek_HI_Score,LLaMA3_HI_Score
"The term ""pervaporation"" was initially proposed by Kober in 1917 but did not gain significant attention until the 1950s when an American company published a paper on the separation of alcohol-water mixtures using pervaporation membranes [30].",1,0,0,2,2,0,0,1,0,2,1,0,0,0,0,1,0.9793,36,1,0,0.9803921568627452,].,0.0010921568627452,0.1568627450980392,initially ,0.8224372549019607,0.3725490196078431,not ,0.6067509803921568,0.3333333333333333,but ,0.6459666666666666,0.3928571428571428, not,0.586442857142857,0.0196078431372549,The,0.959692156862745,0,1,1,1,1,0,0.5,0.5506735520147292,-1.396951880207964,0.6252532837837494,3.243256192713224,0.8504523807144455,0.8342718503728179
"We employ a robust statistical parser (Collins, 1997) to determine the constituent structure for each sentence, from which subjects (s), objects (o), and relations other than subject or object (x) are identified.",1,0,0,2,1,1,1,1,1,1,0,0,0,0,0,0,0.1822,32,0,0,0.0909090909090909,robust ,0.0912909090909091,0.1020408163265306,statistical ,0.0801591836734693,0.0869565217391304,robust ,0.0952434782608695,0.1363636363636363,parser ,0.0458363636363636,0.1489361702127659, (,0.033263829787234,0.5217391304347826, from,0.3395391304347825,1,1,1,1,1,1,0.0,0.1478949230545698,-0.1819972395322355,0.0894834061684223,0.1962932538942674,0.0320284642411589,0.3277836931819464
"In Ramun's study [85] , it was found that when errors are present in machine-translated texts, their comprehension requires more mental effort than when there are no errors. Lexical errors, in particular, pose the greatest challenge to mental processing. The study aims to provide a basis for understanding how readers' minds work when consuming machine-translated material.",1,0,0,2,2,1,2,2,2,2,1,0,1,1,1,1,0.0455,56,1,1,0.08,[,0.0345,0.9240506329113924,machine,0.8785506329113925,0.1216216216216216,] ,0.0761216216216216,0.1066666666666666,] ,0.0611666666666666,0.0945945945945946, [,0.0490945945945946,0.0555555555555555,'s,0.0100555555555555,0,1,0,0,0,0,0.5,3.195027630098645,-0.5070813541861592,1.6900454719836258,3.071433094078044,1.9574999143516711,0.5524517462610516
The novel idea presented in Strube & Ponzetto (2006) was to induce a semantic network from the Wikipedia categorization graph to compute measures of semantic relatedness.,1,0,1,2,2,1,2,2,1,1,1,0,1,1,0,0,0.2197,26,0,0,0.0555555555555555,novel ,0.1641444444444445,0.6578947368421053,cate,0.4381947368421053,0.0588235294117647,novel ,0.1608764705882353,0.0277777777777777,The ,0.1919222222222222,0.3243243243243243, (,0.1046243243243243,0.0285714285714285,The,0.1911285714285714,0,1,0,0,1,1,0.0,0.2659205634240276,-0.994898261535227,0.1511470897898083,0.8219028410170681,0.1007387439092495,0.1845113667317939
"On the machine-learning side, it would be interesting to generalize the ideas of large-margin classi cation to sequence models, strengthening the results of Collins (2002) and leading to new optimal training algorithms with stronger guarantees against over tting.",1,0,1,1,1,2,1,2,2,1,1,0,1,0,0,1,0.594,38,0,1,0.0192307692307692,On ,0.5747692307692308,0.0377358490566037,machine,0.5562641509433962,0.6326530612244898,(,0.0386530612244898,0.6730769230769231,2002,0.0790769230769231,0.0188679245283018,On,0.5751320754716981,0.7959183673469388, optimal,0.2019183673469388,0,1,0,1,1,0,0.0,3.521381172740367,-0.2456956792765512,1.599645922472686,2.671215726388461,2.178212127527108,0.829866021855892
Wikipedia first sentence (WikiFS): Kazama and Torisawa (2007) used Wikipedia as an external knowledge to improve Named Entity Recognition.,1,0,1,2,1,1,1,1,1,1,0,0,0,0,0,0,0.3333,19,0,0,0.5333333333333333,) ,0.2000333333333333,0.25,: ,0.0832999999999999,0.5483870967741935,2007,0.2150870967741935,0.8,improve ,0.4667,0.2903225806451613,ama,0.0429774193548386,0.6333333333333333, used,0.3000333333333333,1,1,1,1,1,1,0.0,0.3240619984649541,-0.1891282989456504,0.2020792015755201,1.9986328391848505,0.0413813065960316,0.2896456557209095
"WordNet (Miller et al., 1990) is the largest lexical database to date.",1,0,0,1,2,2,2,2,1,1,0,0,0,0,1,1,0.125,12,0,1,0.631578947368421,largest ,0.506578947368421,0.6521739130434783,largest ,0.5271739130434783,0.6842105263157895,largest ,0.5592105263157895,0.8947368421052632,date,0.7697368421052632,0.1904761904761904,Miller,0.0654761904761904,0.5789473684210527,),0.4539473684210526,1,1,1,1,0,0,0.0,3.4109101869975342,-0.1796478136110557,2.088721457441959,5.628952162811839,1.6874840486412712,1.0731693390766368
"Section 4 describes the online training procedure and compares it to the well known perceptron training algorithm (Collins, 2002).",1,0,0,1,2,2,1,2,1,1,0,0,1,0,1,1,0.8712,19,0,1,0.5416666666666666,well ,0.3295333333333333,0.0689655172413793,describes ,0.8022344827586206,0.88,2002,0.0088,0.5833333333333334,known ,0.2878666666666666,0.0357142857142857,Section,0.8354857142857143,0.7037037037037037, algorithm,0.1674962962962962,1,1,0,1,0,0,0.0,3.1240892129748774,-0.8041584697604727,1.5715982949426937,3.565353369464197,2.428896647744637,0.7966357029777613
"To solve this problem, we adopt an idea one sense per collocation which was introduced in word sense disambiguation research (Yarowsky, 1995).",1,0,0,2,1,1,1,1,1,1,0,0,0,0,0,0,0.875,22,0,1,0.7878787878787878,(,0.0871212121212121,0.1875,adopt ,0.6875,0.0625,solve ,0.8125,0.9393939393939394,1995,0.0643939393939394,0.1944444444444444, adopt,0.6805555555555556,0.7428571428571429, (,0.1321428571428571,1,1,1,1,1,1,0.0,2.7313718836024625,-0.5436598196458629,2.326692657840486,2.608336160573106,2.27972034782651,0.7625062615859588
"Unlike MaxEnt training, the method (Och, 2003) used for estimating the weight vector for BLEU maximization are not computationally scalable for a large number of feature functions.",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.1978,27,1,1,0.6923076923076923,not ,0.4945076923076923,0.8809523809523809,number ,0.683152380952381,0.3142857142857143,2003,0.1164857142857142,0.6923076923076923,not ,0.4945076923076923,0.7435897435897436, not,0.5457897435897436,0.717948717948718, not,0.520148717948718,1,1,1,1,1,1,0.5,3.940258485348516,-0.0634398294567296,1.7279684517449054,4.927206833979904,2.435748598285641,1.0448845931673507
"Numbers in the table correspond to the percentage of experiments in which the condition at the head of the column was true (for example figure in the first row and first column means that for 98.9 percent of the language pairs the BLEU score for the bidirectional decoder was better than that of the forward decoder) proach (Brown et al., 1993)).",1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0.9339,61,0,1,0.9342105263157896,et ,0.0003105263157896,0.2619047619047619,true ,0.6719952380952381,0.9864864864864864,.,0.0525864864864865,0.9736842105263158,1993,0.0397842105263158,0.8552631578947368,ach,0.0786368421052631,0.8918918918918919, (,0.042008108108108,1,1,1,1,1,1,0.0,2.5907351014150684,-0.508457067609789,1.612736691256052,2.5029455193083363,1.7001559346744866,0.6754921348642295
"The efficient block alignment algorithm in Section 4 is related to the inversion transduction grammar approach to bilingual parsing described in (Wu, 1997): in both cases the number of alignments is drastically reduced by introducing appropriate re-ordering restrictions.",1,0,0,2,2,1,2,2,1,1,1,0,1,1,0,0,0.5348,38,0,0,0.0408163265306122,efficient ,0.4939836734693879,0.4444444444444444,in ,0.0903555555555556,0.0434782608695652,efficient ,0.4913217391304348,0.0408163265306122,efficient ,0.4939836734693878,0.4705882352941176, (,0.0642117647058824,0.0408163265306122, efficient,0.4939836734693878,0,1,0,0,1,1,0.0,0.8002733032838653,-0.2051475692978567,0.4616079079090844,2.1154745914229367,0.0618270422527639,0.4768810966030368
"2 Treebanking The Penn Treebank (Marcus et al. , 1993) is annotated with information to make predicate-argument structure easy to decode, including function tags and markers of empty categories that represent displaced constituents.",1,0,0,2,1,1,1,1,1,1,0,0,0,0,0,0,0.1416,33,0,1,0.5111111111111111,make ,0.369511111111111,0.7192982456140351,", ",0.5776982456140352,0.3555555555555555,1993,0.2139555555555555,0.6222222222222222,easy ,0.4806222222222222,0.2916666666666667,.,0.1500666666666666,0.2, (,0.0584,1,1,1,1,1,1,0.0,3.188854811512727,-0.2943606716474753,1.7643465884815326,4.390824942784645,1.7689329695604448,0.6913165108520086
"Collins and Roark (2004) saw a LFMS improvement of 0.8% over their baseline discriminative parser after adding punctuation features, one of which encoded the sentence-final punctuation.",1,0,1,2,2,1,1,2,2,1,1,0,0,1,1,0,0.0691,26,0,0,0.2857142857142857,improvement ,0.2166142857142857,0.0930232558139534,(2004) ,0.0239232558139534,0.15,2004,0.0809,0.2857142857142857,improvement ,0.2166142857142857,0.2619047619047619, saw,0.1928047619047619,0.25, saw,0.1809,0,1,1,0,0,1,0.0,0.3509238043224295,-0.0543165027291074,0.0760073833002755,0.927646078562548,0.1856443007822797,0.1746369262967865
"Its also worth noting that Collins and Roark (2004) saw a LFMS improvement of 0.8% over their baseline discriminative parser after adding punctuation features, one of which encoded the sentence-final punctuation.",1,0,1,2,2,1,1,2,2,1,1,0,0,1,1,0,0.186,31,0,0,0.3617021276595745,improvement ,0.1757021276595745,0.98,.,0.794,0.2444444444444444,2004,0.0584444444444444,0.3617021276595745,improvement ,0.1757021276595745,0.425531914893617, improvement,0.239531914893617,0.3181818181818182, saw,0.1321818181818181,0,1,1,0,0,1,0.0,0.2846444723741353,-1.8027355265647853,0.054909879983443,0.7524406305015521,0.2306360818900904,0.1276054529551874
"The limitation of traditional TFC fabrication method is that the surface of porous supports cannot dissipate the reaction heat released by exothermic interfacial polymerization reactions in a rapid and uniform manner, leading to the formation of crumpled and thick selective layers that reduce permeability and selectivity [16].",1,0,0,1,1,0,1,1,1,1,1,0,1,1,1,1,0.9848,47,2,1,0.9672131147540984,16,0.0175868852459015,0.0869565217391304,fabrication ,0.8978434782608695,0.9655172413793104,],0.0192827586206896,0.4754098360655737,polymer,0.5093901639344263,0.9482758620689656, [,0.0365241379310344,0.2622950819672131, cannot,0.7225049180327869,0,1,0,0,0,0,1.0,3.716531922141409,-0.0805358035853572,1.6918410600819824,5.467858363103357,2.231185379652488,1.1480407792733691
"Unfortunately, this is not always the case, and the above methodology suffers from the weaknesses pointed out by (Wu, 1997) concerning parse-parse-match procedures.",1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0.6867,23,1,1,0.4857142857142857,weaknesses ,0.2009857142857142,0.0,Unfortunately,0.6867,0.4117647058823529,suffers ,0.274935294117647,0.7142857142857143,1997,0.0275857142857143,0.3783783783783784, suffers,0.3083216216216216,0.4117647058823529, suffers,0.274935294117647,1,1,1,1,0,1,0.5,3.4647411442827503,-0.0714945131996272,1.876835422672635,2.9276233786298462,2.2070996633458013,0.8081608860110797
"On the other hand, Agrawal and Agrawal [8] proposed a research on anomaly detection using data mining techniques.",1,0,1,1,2,2,2,2,2,2,0,0,0,0,0,0,0.3451,18,0,1,0.4814814814814814,[,0.1363814814814813,0.9642857142857144,.,0.6191857142857142,0.5555555555555556,] ,0.2104555555555555,0.5555555555555556,] ,0.2104555555555555,0.5, [,0.1548999999999999,0.5, [,0.1548999999999999,1,1,1,1,1,1,0.0,2.811175489670505,-0.3885558022289357,1.7610582591669348,3.2338419300288987,1.7735868006082358,0.7844755124420577
"According to estimates, the proportion of desalination capacity has increased substantially in the Middle East over the previous century [2].",1,0,1,2,1,1,1,1,1,1,0,0,0,0,0,0,0.9716,20,0,1,0.8846153846153846,[,0.0869846153846154,0.0769230769230769,estimates,0.8946769230769231,0.925925925925926,],0.045674074074074,0.8846153846153846,[,0.0869846153846154,0.92, [,0.0515999999999999,0.04,According,0.9316,1,1,1,1,1,1,0.0,2.7311505914272654,-1.014044201906756,1.6062423231502447,2.7050802507688414,1.6741231977316522,1.5342848029601015
"4.1 Methods and Parameters DL: On Senseval-2 data, we observed that DL improved significantly its performance with a smoothing technique based on (Yarowsky, 1995a).",1,0,0,2,2,1,1,2,2,1,1,0,0,1,1,0,0.8902,24,0,0,0.5128205128205128,improved ,0.3773794871794872,0.5111111111111111,improved ,0.3790888888888889,0.5384615384615384,significantly ,0.3517384615384615,0.9230769230769232,1995,0.0328769230769231,0.7142857142857143, (,0.1759142857142857,0.4, we,0.4901999999999999,0,1,1,0,0,1,0.0,0.611369858998821,-0.8607015210654542,0.3304662554709895,0.1407947249044198,0.169381109918718,0.4732284205123535
"It has been difficult to identify all and only those cases where a token functions as a discourse connective, and in many cases, the syntactic analysis in the Penn TreeBank (Marcus et al. , 1993) provides no help.",1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0.8131,38,1,0,0.9375,no ,0.1243999999999999,0.0,It ,0.8131,0.9361702127659576,no ,0.1230702127659574,0.9166666666666666,provides ,0.1035666666666665,0.4117647058823529,",",0.4013352941176471,0.7551020408163265,Marcus,0.0579979591836735,0,0,0,0,1,1,0.5,0.7504371884426337,-1.3757521306709923,0.1708242417573461,0.9204397110893476,0.6722194171307898,-0.0362041205631693
