model,case,token,token_category
RoBERTa,C4,expensive,content/domain
RoBERTa,C4,study,content/domain
RoBERTa,C4,interesting,evaluative
RoBERTa,C4,2003,number
RoBERTa,C4,corpus,content/domain
RoBERTa,C4,similar,content/domain
RoBERTa,C4,20,number
RoBERTa,C4,concerns,content/domain
RoBERTa,C4,paste,content/domain
RoBERTa,C4,[,punctuation
RoBERTa,C4,[,punctuation
RoBERTa,C4,2024,number
RoBERTa,C4,2024,number
RoBERTa,C4,".,",punctuation
RoBERTa,C4,parser,content/domain
RoBERTa,C4,23,number
RoBERTa,C4,best,evaluative
RoBERTa,C4,practical,content/domain
RoBERTa,C4,1990,number
RoBERTa,C4,provide,content/domain
RoBERTa,C4,[,punctuation
RoBERTa,C4,2022,number
RoBERTa,C4,The,stopword
RoBERTa,C4,provided,content/domain
RoBERTa,C3,and,stopword
RoBERTa,C3,accurate,evaluative
RoBERTa,C4,Stanford,content/domain
RoBERTa,C3,facilitates,content/domain
RoBERTa,C4,[,punctuation
RoBERTa,C3,gives,content/domain
RoBERTa,C4,1996,number
RoBERTa,C4,significantly,evaluative
RoBERTa,C4,popular,evaluative
RoBERTa,C4,],punctuation
RoBERTa,C4,word,content/domain
RoBERTa,C4,2003,number
RoBERTa,C4,[,punctuation
RoBERTa,C4,1993,number
RoBERTa,C4,Furthermore,content/domain
RoBERTa,C3,2008,number
RoBERTa,C3,competitive,evaluative
RoBERTa,C4,2025,number
RoBERTa,C4,optimize,content/domain
RoBERTa,C4,[,punctuation
RoBERTa,C4,[,punctuation
RoBERTa,C4,effectively,content/domain
RoBERTa,C4,)',punctuation
RoBERTa,C4,[,punctuation
RoBERTa,C4,1995,number
RoBERTa,C4,Additionally,content/domain
RoBERTa,C4,[,punctuation
RoBERTa,C4,highlights,content/domain
RoBERTa,C4,promotes,content/domain
RoBERTa,C4,introduced,content/domain
RoBERTa,C4,)',punctuation
RoBERTa,C4,1992,number
RoBERTa,C4,[,punctuation
RoBERTa,C4,2003,number
RoBERTa,C4,seminal,content/domain
RoBERTa,C4,)',punctuation
RoBERTa,C4,see,content/domain
RoBERTa,C4,wide,content/domain
RoBERTa,C4,2019,number
RoBERTa,C4,(,punctuation
RoBERTa,C3,equally,content/domain
RoBERTa,C4,ations,content/domain
RoBERTa,C4,1997,number
RoBERTa,C4,used,content/domain
RoBERTa,C4,While,stopword
RoBERTa,C4,[,punctuation
RoBERTa,C4,instance,content/domain
RoBERTa,C4,2019,number
RoBERTa,C4,)',punctuation
RoBERTa,C4,2025,number
RoBERTa,C4,2025,number
RoBERTa,C4,"),",punctuation
RoBERTa,C4,[,punctuation
RoBERTa,C4,2024,number
RoBERTa,C4,2003,number
RoBERTa,C4,2024,number
RoBERTa,C4,classification,content/domain
RoBERTa,C4,noisy,content/domain
RoBERTa,C4,1996,number
RoBERTa,C4,)',punctuation
RoBERTa,C3,2024,number
RoBERTa,C4,versatile,content/domain
RoBERTa,C4,capabilities,content/domain
RoBERTa,C4,2022,number
RoBERTa,C4,[,punctuation
RoBERTa,C4,However,content/domain
RoBERTa,C4,I,stopword
RoBERTa,C4,)',punctuation
RoBERTa,C3,2002,number
RoBERTa,C4,researchers,content/domain
RoBERTa,C4,)',punctuation
RoBERTa,C4,[,punctuation
RoBERTa,C4,",",punctuation
RoBERTa,C4,satisfying,evaluative
RoBERTa,C4,],punctuation
RoBERTa,C4,does,stopword
RoBERTa,C4,),punctuation
RoBERTa,C4,23,number
RoBERTa,C4,good,evaluative
RoBERTa,C4,that,stopword
RoBERTa,C4,2022,number
RoBERTa,C4,demonstrates,content/domain
RoBERTa,C4,2025,number
RoBERTa,C4,2008,number
RoBERTa,C4,[,punctuation
RoBERTa,C4,extension,content/domain
RoBERTa,C4,1997,number
RoBERTa,C4,)',punctuation
RoBERTa,C4,novel,evaluative
RoBERTa,C4,demonstrates,content/domain
RoBERTa,C4,[,punctuation
RoBERTa,C4,most,stopword
RoBERTa,C4,.,punctuation
RoBERTa,C4,1990,number
RoBERTa,C4,The,stopword
RoBERTa,C4,The,stopword
RoBERTa,C4,the,stopword
RoBERTa,C4,reduced,content/domain
RoBERTa,C4,convenient,content/domain
RoBERTa,C4,1993,number
RoBERTa,C3,Wu,content/domain
RoBERTa,C4,23,number
RoBERTa,C4,uniquely,content/domain
RoBERTa,C4,quality,content/domain
RoBERTa,C3,outper,content/domain
RoBERTa,C4,1997,number
RoBERTa,C4,The,stopword
RoBERTa,C4,improving,content/domain
RoBERTa,C4,Furthermore,content/domain
RoBERTa,C4,noted,content/domain
RoBERTa,C4,)',punctuation
RoBERTa,C4,2002,number
RoBERTa,C4,developed,content/domain
RoBERTa,C4,demonstrates,content/domain
RoBERTa,C4,The,stopword
RoBERTa,C4,1993,number
RoBERTa,C4,Each,stopword
RoBERTa,C4,und,content/domain
RoBERTa,C3,23,number
RoBERTa,C4,)',punctuation
RoBERTa,C4,effectively,content/domain
RoBERTa,C4,[,punctuation
RoBERTa,C4,2025,number
RoBERTa,C3,date,content/domain
RoBERTa,C4,)',punctuation
RoBERTa,C4,2006,number
RoBERTa,C4,against,stopword
RoBERTa,C4,],punctuation
RoBERTa,C4,The,stopword
RoBERTa,C4,2007,number
RoBERTa,C3,gold,content/domain
RoBERTa,C4,[,punctuation
RoBERTa,C4,)',punctuation
RoBERTa,C4,growing,content/domain
RoBERTa,C4,2025,number
RoBERTa,C4,)',punctuation
RoBERTa,C4,Compared,content/domain
RoBERTa,C4,Furthermore,content/domain
RoBERTa,C4,[,punctuation
RoBERTa,C4,need,content/domain
RoBERTa,C4,26,number
RoBERTa,C4,averaged,content/domain
RoBERTa,C4,[,punctuation
RoBERTa,C3,known,content/domain
RoBERTa,C4,2006,number
RoBERTa,C4,thoroughly,content/domain
RoBERTa,C4,2019,number
RoBERTa,C4,Furthermore,content/domain
RoBERTa,C4,1996,number
RoBERTa,C4,deep,content/domain
RoBERTa,C4,(,punctuation
RoBERTa,C4,industries,content/domain
RoBERTa,C4,-,punctuation
RoBERTa,C4,2003,number
RoBERTa,C4,improves,content/domain
RoBERTa,C4,[,punctuation
RoBERTa,C3,)),punctuation
RoBERTa,C4,23,number
RoBERTa,C4,2004,number
RoBERTa,C4,)',punctuation
RoBERTa,C3,1995,number
RoBERTa,C3,not,negation
RoBERTa,C4,)',punctuation
RoBERTa,C4,The,stopword
RoBERTa,C4,atively,content/domain
RoBERTa,C3,well,content/domain
RoBERTa,C4,)',punctuation
RoBERTa,C4,emerging,content/domain
RoBERTa,C4,2003,number
RoBERTa,C4,The,stopword
RoBERTa,C4,1993,number
RoBERTa,C4,58,number
RoBERTa,C4,].,punctuation
RoBERTa,C4,[,punctuation
RoBERTa,C4,ensitive,content/domain
RoBERTa,C4,guaranteed,content/domain
RoBERTa,C4,2024,number
RoBERTa,C4,2025,number
RoBERTa,C4,1992,number
RoBERTa,C4,effectively,content/domain
RoBERTa,C4,[,punctuation
RoBERTa,C3,lacks,content/domain
RoBERTa,C4,1995,number
RoBERTa,C4,The,stopword
RoBERTa,C4,2024,number
RoBERTa,C4,2025,number
RoBERTa,C4,useful,evaluative
RoBERTa,C4,we,stopword
RoBERTa,C4,Furthermore,content/domain
RoBERTa,C4,2002,number
RoBERTa,C3,outper,content/domain
RoBERTa,C4,or,stopword
RoBERTa,C4,),punctuation
RoBERTa,C4,)',punctuation
RoBERTa,C4,effectiveness,content/domain
RoBERTa,C4,substantial,content/domain
RoBERTa,C4,demonstrates,content/domain
RoBERTa,C3,was,stopword
RoBERTa,C4,The,stopword
RoBERTa,C4,can,stopword
RoBERTa,C4,[,punctuation
RoBERTa,C4,Furthermore,content/domain
RoBERTa,C3,robust,evaluative
RoBERTa,C3,demonstrated,content/domain
RoBERTa,C4,2024,number
RoBERTa,C4,[,punctuation
RoBERTa,C4,[,punctuation
RoBERTa,C4,.,punctuation
RoBERTa,C4,parser,content/domain
RoBERTa,C4,[,punctuation
RoBERTa,C4,and,stopword
RoBERTa,C4,)',punctuation
RoBERTa,C4,infinite,content/domain
RoBERTa,C4,[,punctuation
RoBERTa,C4,The,stopword
RoBERTa,C4,2003,number
RoBERTa,C4,[,punctuation
RoBERTa,C4,same,stopword
RoBERTa,C4,2003,number
RoBERTa,C4,),punctuation
RoBERTa,C4,[,punctuation
RoBERTa,C4,and,stopword
RoBERTa,C4,2006,number
RoBERTa,C3,modeled,content/domain
RoBERTa,C4,expensive,content/domain
RoBERTa,C4,unimaginable,content/domain
RoBERTa,C4,2021,number
RoBERTa,C4,If,stopword
RoBERTa,C4,[,punctuation
RoBERTa,C4,1990,number
RoBERTa,C4,system,content/domain
RoBERTa,C4,2024,number
RoBERTa,C4,2024,number
RoBERTa,C4,2016,number
RoBERTa,C4,[,punctuation
RoBERTa,C4,)',punctuation
RoBERTa,C4,The,stopword
RoBERTa,C4,[,punctuation
RoBERTa,C4,2019,number
RoBERTa,C4,2022,number
RoBERTa,C4,[,punctuation
RoBERTa,C4,surpassed,content/domain
RoBERTa,C4,fails,content/domain
RoBERTa,C4,expensive,content/domain
RoBERTa,C4,[,punctuation
RoBERTa,C4,feature,content/domain
RoBERTa,C4,deep,content/domain
RoBERTa,C4,need,content/domain
RoBERTa,C4,as,stopword
RoBERTa,C4,The,stopword
RoBERTa,C4,],punctuation
RoBERTa,C4,learning,content/domain
RoBERTa,C4,),punctuation
RoBERTa,C4,(,punctuation
RoBERTa,C4,2006,number
RoBERTa,C4,2021,number
RoBERTa,C4,2003,number
RoBERTa,C4,[,punctuation
RoBERTa,C4,[,punctuation
RoBERTa,C4,manipulation,content/domain
RoBERTa,C4,2020,number
RoBERTa,C4,[,punctuation
RoBERTa,C4,demonstrates,content/domain
RoBERTa,C4,Here,stopword
RoBERTa,C4,23,number
RoBERTa,C4,[,punctuation
RoBERTa,C4,20,number
RoBERTa,C4,),punctuation
RoBERTa,C4,suitable,content/domain
RoBERTa,C4,implementations,content/domain
RoBERTa,C3,2025,number
RoBERTa,C4,best,evaluative
RoBERTa,C4,[,punctuation
RoBERTa,C4,One,content/domain
RoBERTa,C4,useful,evaluative
RoBERTa,C4,purposes,content/domain
RoBERTa,C4,2025,number
RoBERTa,C4,[,punctuation
RoBERTa,C4,known,content/domain
RoBERTa,C4,substantial,content/domain
RoBERTa,C4,1996,number
RoBERTa,C4,emphasized,content/domain
RoBERTa,C4,1997,number
RoBERTa,C4,[,punctuation
RoBERTa,C4,[,punctuation
RoBERTa,C4,2005,number
RoBERTa,C4,guaranteed,content/domain
RoBERTa,C4,Taylor,content/domain
RoBERTa,C4,[,punctuation
RoBERTa,C4,actively,content/domain
RoBERTa,C3,methodology,content/domain
RoBERTa,C4,manipulation,content/domain
RoBERTa,C4,known,content/domain
RoBERTa,C3,",",punctuation
RoBERTa,C4,emerging,content/domain
RoBERTa,C4,),punctuation
RoBERTa,C4,1993,number
RoBERTa,C4,2004,number
RoBERTa,C4,2019,number
RoBERTa,C4,)',punctuation
RoBERTa,C4,The,stopword
RoBERTa,C3,popular,evaluative
RoBERTa,C4,which,content/domain
RoBERTa,C4,1993,number
RoBERTa,C4,2019,number
RoBERTa,C4,],punctuation
RoBERTa,C4,challenges,content/domain
RoBERTa,C4,2005,number
RoBERTa,C4,.,punctuation
RoBERTa,C4,concern,content/domain
RoBERTa,C4,new,content/domain
RoBERTa,C4,learning,content/domain
RoBERTa,C4,coefficient,content/domain
RoBERTa,C4,well,content/domain
RoBERTa,C4,acceptable,content/domain
RoBERTa,C4,advancements,content/domain
RoBERTa,C4,1997,number
RoBERTa,C4,2003,number
RoBERTa,C4,2024,number
RoBERTa,C3,easy,content/domain
RoBERTa,C4,)',punctuation
RoBERTa,C4,used,content/domain
RoBERTa,C4,learning,content/domain
RoBERTa,C3,ably,content/domain
RoBERTa,C4,1996,number
RoBERTa,C4,making,content/domain
RoBERTa,C4,),punctuation
RoBERTa,C3,not,negation
RoBERTa,C4,new,content/domain
RoBERTa,C4,)',punctuation
RoBERTa,C4,2004,number
RoBERTa,C4,2019,number
RoBERTa,C4,Furthermore,content/domain
RoBERTa,C4,1990,number
RoBERTa,C4,2024,number
RoBERTa,C3,stronger,content/domain
RoBERTa,C4,2025,number
RoBERTa,C4,remarkable,content/domain
RoBERTa,C4,Furthermore,content/domain
RoBERTa,C4,is,stopword
RoBERTa,C4,23,number
RoBERTa,C4,2003,number
RoBERTa,C4,algorithms,content/domain
RoBERTa,C4,2024,number
RoBERTa,C3,),punctuation
RoBERTa,C3,2007,number
RoBERTa,C4,the,stopword
RoBERTa,C4,polymer,content/domain
RoBERTa,C4,acceptable,content/domain
RoBERTa,C4,2025,number
RoBERTa,C4,2003,number
RoBERTa,C4,].,punctuation
RoBERTa,C4,unimaginable,content/domain
RoBERTa,C4,(,punctuation
RoBERTa,C4,highly,content/domain
RoBERTa,C4,2008,number
RoBERTa,C4,developed,content/domain
RoBERTa,C4,2025,number
RoBERTa,C4,2022,number
RoBERTa,C4,applicable,content/domain
RoBERTa,C4,[,punctuation
RoBERTa,C4,2002,number
RoBERTa,C4,revolution,content/domain
RoBERTa,C4,to,stopword
RoBERTa,C4,we,stopword
RoBERTa,C4,[,punctuation
RoBERTa,C4,[,punctuation
RoBERTa,C4,assumed,content/domain
RoBERTa,C3,highlighted,content/domain
RoBERTa,C4,The,stopword
RoBERTa,C4,2022,number
RoBERTa,C4,)',punctuation
RoBERTa,C4,2021,number
RoBERTa,C3,significantly,evaluative
RoBERTa,C4,manipulation,content/domain
RoBERTa,C4,)',punctuation
RoBERTa,C4,2012,number
RoBERTa,C4,)',punctuation
RoBERTa,C4,enhancing,content/domain
RoBERTa,C4,learning,content/domain
RoBERTa,C4,)',punctuation
RoBERTa,C4,2022,number
RoBERTa,C4,[,punctuation
RoBERTa,C4,[,punctuation
RoBERTa,C3,1997,number
RoBERTa,C4,[,punctuation
RoBERTa,C4,sophisticated,content/domain
RoBERTa,C4,high,content/domain
RoBERTa,C4,2014,number
RoBERTa,C4,The,stopword
RoBERTa,C4,.,punctuation
RoBERTa,C4,[,punctuation
RoBERTa,C4,20,number
RoBERTa,C4,The,stopword
RoBERTa,C4,1993,number
RoBERTa,C4,deep,content/domain
RoBERTa,C4,1993,number
RoBERTa,C4,manipulation,content/domain
RoBERTa,C4,].,punctuation
RoBERTa,C4,exemplary,content/domain
RoBERTa,C4,1996,number
RoBERTa,C4,)',punctuation
RoBERTa,C4,Additionally,content/domain
RoBERTa,C4,.,punctuation
RoBERTa,C4,developed,content/domain
RoBERTa,C4,competitive,evaluative
RoBERTa,C4,Additionally,content/domain
RoBERTa,C4,deep,content/domain
RoBERTa,C4,2020,number
RoBERTa,C4,2003,number
RoBERTa,C4,[,punctuation
RoBERTa,C4,2003,number
RoBERTa,C4,fairly,content/domain
RoBERTa,C4,The,stopword
RoBERTa,C4,falls,content/domain
RoBERTa,C3,"),",punctuation
RoBERTa,C4,demonstrated,content/domain
RoBERTa,C4,2024,number
RoBERTa,C4,does,stopword
RoBERTa,C4,.,punctuation
RoBERTa,C4,2002,number
RoBERTa,C4,[,punctuation
RoBERTa,C4,new,content/domain
RoBERTa,C4,1996,number
RoBERTa,C4,2024,number
RoBERTa,C4,1990,number
RoBERTa,C3,quality,content/domain
RoBERTa,C4,with,stopword
RoBERTa,C4,which,content/domain
RoBERTa,C4,.,punctuation
RoBERTa,C4,2003,number
RoBERTa,C4,will,stopword
RoBERTa,C3,2007,number
RoBERTa,C4,capabilities,content/domain
RoBERTa,C4,quality,content/domain
RoBERTa,C4,[,punctuation
RoBERTa,C4,[,punctuation
RoBERTa,C4,compare,content/domain
RoBERTa,C4,The,stopword
RoBERTa,C4,Despite,content/domain
RoBERTa,C4,2006,number
RoBERTa,C4,)',punctuation
RoBERTa,C4,Additionally,content/domain
RoBERTa,C4,[,punctuation
RoBERTa,C4,2025,number
RoBERTa,C4,solves,content/domain
RoBERTa,C4,2019,number
RoBERTa,C4,1993,number
RoBERTa,C4,)',punctuation
RoBERTa,C4,"),",punctuation
RoBERTa,C4,cannot,content/domain
RoBERTa,C4,traces,content/domain
DeepSeek,C4,not,negation
DeepSeek,C4,[,punctuation
DeepSeek,C4,1,number
DeepSeek,C4,demonstrated,content/domain
DeepSeek,C4,annot,content/domain
DeepSeek,C4,it,stopword
DeepSeek,C4,suffered,content/domain
DeepSeek,C4,the,stopword
DeepSeek,C4,[,punctuation
DeepSeek,C4,[,punctuation
DeepSeek,C4,promising,evaluative
DeepSeek,C4,unnecessary,evaluative
DeepSeek,C4,[,punctuation
DeepSeek,C4,[,punctuation
DeepSeek,C4,discussed,content/domain
DeepSeek,C4,provided,content/domain
DeepSeek,C4,Table,content/domain
DeepSeek,C3,cover,content/domain
DeepSeek,C4,2,number
DeepSeek,C4,since,content/domain
DeepSeek,C4,[,punctuation
DeepSeek,C4,[,punctuation
DeepSeek,C4,Brown,content/domain
DeepSeek,C4,strong,evaluative
DeepSeek,C4,1,number
DeepSeek,C4,[,punctuation
DeepSeek,C4,nap,content/domain
DeepSeek,C4,(,punctuation
DeepSeek,C4,[,punctuation
DeepSeek,C4,but,stopword
DeepSeek,C4,)',punctuation
DeepSeek,C4,needs,content/domain
DeepSeek,C4,not,negation
DeepSeek,C4,sentences,content/domain
DeepSeek,C4,states,content/domain
DeepSeek,C4,Most,stopword
DeepSeek,C4,in,stopword
DeepSeek,C4,),punctuation
DeepSeek,C4,(,punctuation
DeepSeek,C4,excessive,content/domain
DeepSeek,C4,has,stopword
DeepSeek,C4,),punctuation
DeepSeek,C4,In,stopword
DeepSeek,C4,Deep,content/domain
DeepSeek,C4,not,negation
DeepSeek,C4,[,punctuation
DeepSeek,C4,the,stopword
DeepSeek,C3,than,stopword
DeepSeek,C4,learning,content/domain
DeepSeek,C3,false,content/domain
DeepSeek,C4,overlooks,content/domain
DeepSeek,C4,/,punctuation
DeepSeek,C4,(,punctuation
DeepSeek,C4,[,punctuation
DeepSeek,C4,Our,stopword
DeepSeek,C4,achieve,content/domain
DeepSeek,C4,figure,content/domain
DeepSeek,C4,",",punctuation
DeepSeek,C4,not,negation
DeepSeek,C4,exceptional,evaluative
DeepSeek,C4,inkel,content/domain
DeepSeek,C4,the,stopword
DeepSeek,C4,learning,content/domain
DeepSeek,C4,(,punctuation
DeepSeek,C3,Moreover,content/domain
DeepSeek,C4,(,punctuation
DeepSeek,C4,",",punctuation
DeepSeek,C4,in,stopword
DeepSeek,C4,not,negation
DeepSeek,C4,[,punctuation
DeepSeek,C4,Close,content/domain
DeepSeek,C4,not,negation
DeepSeek,C4,[,punctuation
DeepSeek,C4,overly,content/domain
DeepSeek,C4,(,punctuation
DeepSeek,C4,),punctuation
DeepSeek,C4,to,stopword
DeepSeek,C4,over,stopword
DeepSeek,C4,n,content/domain
DeepSeek,C4,[,punctuation
DeepSeek,C3,(,punctuation
DeepSeek,C4,provide,content/domain
DeepSeek,C4,[,punctuation
DeepSeek,C4,work,content/domain
DeepSeek,C4,overlooks,content/domain
DeepSeek,C4,provided,content/domain
DeepSeek,C3,Zhu,content/domain
DeepSeek,C3,showed,content/domain
DeepSeek,C4,using,content/domain
DeepSeek,C4,facilitates,content/domain
DeepSeek,C4,[,punctuation
DeepSeek,C3,Brown,content/domain
DeepSeek,C4,9,number
DeepSeek,C4,3,number
DeepSeek,C4,(,punctuation
DeepSeek,C4,achieving,content/domain
DeepSeek,C4,only,stopword
DeepSeek,C4,similarly,content/domain
DeepSeek,C4,[,punctuation
DeepSeek,C4,[,punctuation
DeepSeek,C4,significant,evaluative
DeepSeek,C4,In,stopword
DeepSeek,C3,competitive,evaluative
DeepSeek,C4,achieved,content/domain
DeepSeek,C4,Berg,content/domain
DeepSeek,C4,[,punctuation
DeepSeek,C4,[,punctuation
DeepSeek,C4,[,punctuation
DeepSeek,C4,)',punctuation
DeepSeek,C4,unnecessary,evaluative
DeepSeek,C4,al,content/domain
DeepSeek,C4,concerns,content/domain
DeepSeek,C4,[,punctuation
DeepSeek,C4,),punctuation
DeepSeek,C4,[,punctuation
DeepSeek,C4,innovative,content/domain
DeepSeek,C4,reduced,content/domain
DeepSeek,C4,we,stopword
DeepSeek,C4,[,punctuation
DeepSeek,C4,.,punctuation
DeepSeek,C4,seminal,content/domain
DeepSeek,C4,suffered,content/domain
DeepSeek,C4,while,stopword
DeepSeek,C4,(,punctuation
DeepSeek,C4,was,stopword
DeepSeek,C4,utilize,content/domain
DeepSeek,C4,(,punctuation
DeepSeek,C4,(,punctuation
DeepSeek,C4,),punctuation
DeepSeek,C3,but,stopword
DeepSeek,C4,While,stopword
DeepSeek,C4,[,punctuation
DeepSeek,C4,IT,stopword
DeepSeek,C4,suffers,content/domain
DeepSeek,C4,)',punctuation
DeepSeek,C4,),punctuation
DeepSeek,C4,excessive,content/domain
DeepSeek,C4,1,number
DeepSeek,C4,compelling,content/domain
DeepSeek,C4,Chen,content/domain
DeepSeek,C4,"),",punctuation
DeepSeek,C4,(,punctuation
DeepSeek,C4,(,punctuation
DeepSeek,C4,as,stopword
DeepSeek,C4,(,punctuation
DeepSeek,C4,errone,content/domain
DeepSeek,C4,overhead,content/domain
DeepSeek,C4,[,punctuation
DeepSeek,C4,learning,content/domain
DeepSeek,C4,reliance,content/domain
DeepSeek,C4,[,punctuation
DeepSeek,C4,However,content/domain
DeepSeek,C4,and,stopword
DeepSeek,C4,achieves,content/domain
DeepSeek,C3,On,stopword
DeepSeek,C4,[,punctuation
DeepSeek,C4,ineffective,evaluative
DeepSeek,C4,exceptional,evaluative
DeepSeek,C4,4,number
DeepSeek,C4,(,punctuation
DeepSeek,C4,[,punctuation
DeepSeek,C4,not,negation
DeepSeek,C3,achieved,content/domain
DeepSeek,C4,ignores,content/domain
DeepSeek,C3,good,evaluative
DeepSeek,C4,However,content/domain
DeepSeek,C4,ignore,content/domain
DeepSeek,C4,[,punctuation
DeepSeek,C4,(,punctuation
DeepSeek,C4,success,content/domain
DeepSeek,C4,[,punctuation
DeepSeek,C4,recent,content/domain
DeepSeek,C4,3,number
DeepSeek,C4,reduced,content/domain
DeepSeek,C4,The,stopword
DeepSeek,C4,exceptional,evaluative
DeepSeek,C4,While,stopword
DeepSeek,C4,",",punctuation
DeepSeek,C4,[,punctuation
DeepSeek,C4,IC,content/domain
DeepSeek,C4,demonstrated,content/domain
DeepSeek,C4,demonstrated,content/domain
DeepSeek,C4,at,stopword
DeepSeek,C4,reduced,content/domain
DeepSeek,C4,that,stopword
DeepSeek,C4,"),",punctuation
DeepSeek,C3,[,punctuation
DeepSeek,C4,deb,content/domain
DeepSeek,C4,(,punctuation
DeepSeek,C4,(,punctuation
DeepSeek,C4,9,number
DeepSeek,C4,features,content/domain
DeepSeek,C4,overlooks,content/domain
DeepSeek,C4,(,punctuation
DeepSeek,C4,.,punctuation
DeepSeek,C4,As,stopword
DeepSeek,C4,)',punctuation
DeepSeek,C4,",",punctuation
DeepSeek,C4,developed,content/domain
DeepSeek,C4,three,content/domain
DeepSeek,C4,overlooks,content/domain
DeepSeek,C4,such,stopword
DeepSeek,C4,"),",punctuation
DeepSeek,C4,Schmidt,content/domain
DeepSeek,C4,)',punctuation
DeepSeek,C4,[,punctuation
DeepSeek,C4,inefficient,evaluative
DeepSeek,C4,introduced,content/domain
DeepSeek,C4,Miller,content/domain
DeepSeek,C4,excessive,content/domain
DeepSeek,C4,(,punctuation
DeepSeek,C3,in,stopword
DeepSeek,C4,exceptional,evaluative
DeepSeek,C4,states,content/domain
DeepSeek,C4,extraction,content/domain
DeepSeek,C3,[,punctuation
DeepSeek,C4,inadequate,content/domain
DeepSeek,C4,suffered,content/domain
DeepSeek,C4,[,punctuation
DeepSeek,C4,(,punctuation
DeepSeek,C4,suffered,content/domain
DeepSeek,C3,However,content/domain
DeepSeek,C4,[,punctuation
DeepSeek,C4,not,negation
DeepSeek,C4,[,punctuation
DeepSeek,C4,presented,content/domain
DeepSeek,C4,Our,stopword
DeepSeek,C4,[,punctuation
DeepSeek,C4,Section,content/domain
DeepSeek,C4,(,punctuation
DeepSeek,C4,[,punctuation
DeepSeek,C4,not,negation
DeepSeek,C4,[,punctuation
DeepSeek,C4,.,punctuation
DeepSeek,C4,excessive,content/domain
DeepSeek,C4,",",punctuation
DeepSeek,C4,[,punctuation
DeepSeek,C4,using,content/domain
DeepSeek,C4,tags,content/domain
DeepSeek,C4,[,punctuation
DeepSeek,C3,completely,content/domain
DeepSeek,C4,by,stopword
DeepSeek,C4,)',punctuation
DeepSeek,C3,adopt,content/domain
DeepSeek,C3,not,negation
DeepSeek,C4,unfair,content/domain
DeepSeek,C4,not,negation
DeepSeek,C4,some,stopword
DeepSeek,C4,proposed,content/domain
DeepSeek,C4,unrealistic,content/domain
DeepSeek,C4,[,punctuation
DeepSeek,C4,et,content/domain
DeepSeek,C4,7,number
DeepSeek,C4,al,content/domain
DeepSeek,C4,[,punctuation
DeepSeek,C4,Deep,content/domain
DeepSeek,C4,not,negation
DeepSeek,C4,insensitive,content/domain
DeepSeek,C4,guaranteed,content/domain
DeepSeek,C4,suffered,content/domain
DeepSeek,C4,excessive,content/domain
DeepSeek,C4,To,stopword
DeepSeek,C4,[,punctuation
DeepSeek,C4,[,punctuation
DeepSeek,C3,lacks,content/domain
DeepSeek,C4,),punctuation
DeepSeek,C4,not,negation
DeepSeek,C4,)',punctuation
DeepSeek,C4,provided,content/domain
DeepSeek,C3,dubious,content/domain
DeepSeek,C4,bin,content/domain
DeepSeek,C4,Deep,content/domain
DeepSeek,C4,(,punctuation
DeepSeek,C4,outperform,content/domain
DeepSeek,C4,is,stopword
DeepSeek,C4,4,number
DeepSeek,C4,)',punctuation
DeepSeek,C3,effectiveness,content/domain
DeepSeek,C4,approximations,content/domain
DeepSeek,C4,exceptional,evaluative
DeepSeek,C4,[,punctuation
DeepSeek,C4,overlooks,content/domain
DeepSeek,C4,it,stopword
DeepSeek,C4,not,negation
DeepSeek,C4,learning,content/domain
DeepSeek,C3,By,stopword
DeepSeek,C3,demonstrated,content/domain
DeepSeek,C4,)',punctuation
DeepSeek,C4,[,punctuation
DeepSeek,C4,[,punctuation
DeepSeek,C4,2,number
DeepSeek,C4,ron,content/domain
DeepSeek,C4,[,punctuation
DeepSeek,C4,)',punctuation
DeepSeek,C4,enhances,content/domain
DeepSeek,C4,Li,content/domain
